record_id,department,defect_type,corridor_id,severity,days_overdue,asset_age_years,days_since_last_inspection,previous_failure_count,traffic_density_rank,corridor_utilization_pct,maintenance_duration_mins,weather_risk_factor,failure_risk_probability,failure_risk_class,dataset_type
RS-ML-10610,SMMS,AXLE_COUNTER_RESET,CNB-MGS-01,3,10.6,35.9,78,0,2,40.7,45,0.63,0.4585,HIGH,RailSync synthetic prototype training data
RS-ML-10611,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-CNB-07,5,0.0,6.7,221,0,5,78.5,180,0.58,0.5413,HIGH,RailSync synthetic prototype training data
RS-ML-10612,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-HWH-01,4,0.0,29.6,179,3,2,94.4,180,0.68,0.5981,CRITICAL,RailSync synthetic prototype training data
RS-ML-10613,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-HWH-01,5,0.7,16.2,216,2,3,50.9,60,0.23,0.5704,CRITICAL,RailSync synthetic prototype training data
RS-ML-10614,TMS,TRACK_TWIST,HWH-MGS-03,4,0.0,8.5,105,0,2,55.2,180,0.45,0.3781,MEDIUM,RailSync synthetic prototype training data
RS-ML-10615,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,3,2.3,5.2,35,0,1,40.6,120,0.73,0.2432,MEDIUM,RailSync synthetic prototype training data
RS-ML-10616,TMS,TURNOUT_WEAR,NDLS-HWH-01,1,11.5,20.1,6,1,3,94.5,240,0.73,0.3754,MEDIUM,RailSync synthetic prototype training data
RS-ML-10617,SMMS,RELAY_CHATTER,CNB-MGS-01,3,13.0,35.8,343,1,3,87.2,30,0.46,0.6255,CRITICAL,RailSync synthetic prototype training data
RS-ML-10618,SMMS,AXLE_COUNTER_RESET,NDLS-HWH-01,3,1.0,33.1,146,5,4,76.2,240,0.51,0.6077,CRITICAL,RailSync synthetic prototype training data
RS-ML-10619,SMMS,RELAY_CHATTER,NDLS-HWH-01,3,0.0,33.3,169,2,4,63.4,45,0.36,0.4655,HIGH,RailSync synthetic prototype training data
RS-ML-10620,TDMS,FEEDER_BREAKER_TRIP,NDLS-HWH-01,3,7.3,11.5,102,2,5,41.9,240,0.77,0.4954,HIGH,RailSync synthetic prototype training data
RS-ML-10621,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,3,0.0,36.3,249,2,2,50.0,45,0.14,0.4849,HIGH,RailSync synthetic prototype training data
RS-ML-10622,TDMS,OHE_DROPPER_SNAP,NDLS-CNB-07,5,0.0,12.7,199,3,3,79.0,45,0.65,0.6645,CRITICAL,RailSync synthetic prototype training data
RS-ML-10623,SMMS,RELAY_CHATTER,NDLS-CNB-07,4,0.0,29.2,310,0,4,78.3,180,0.78,0.499,HIGH,RailSync synthetic prototype training data
RS-ML-10624,TMS,TRACK_TWIST,CNB-MGS-01,3,0.4,3.8,306,5,3,47.5,150,0.91,0.6014,CRITICAL,RailSync synthetic prototype training data
RS-ML-10625,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,3,9.5,37.2,166,3,2,70.4,90,0.15,0.6087,CRITICAL,RailSync synthetic prototype training data
RS-ML-10626,TMS,USFD_MICRO_CRACK,CNB-MGS-01,1,3.2,35.9,115,1,2,83.7,30,0.59,0.2937,MEDIUM,RailSync synthetic prototype training data
RS-ML-10627,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,3,0.0,8.6,152,2,3,48.9,90,0.81,0.5213,HIGH,RailSync synthetic prototype training data
RS-ML-10628,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,4,0.0,29.6,252,2,2,98.0,180,0.35,0.5075,HIGH,RailSync synthetic prototype training data
RS-ML-10629,TDMS,MAST_EARTHING_LOOSE,NDLS-HWH-01,2,2.8,11.1,359,5,1,47.7,30,0.81,0.4209,HIGH,RailSync synthetic prototype training data
RS-ML-10630,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,2,0.0,17.1,250,0,2,87.1,90,0.71,0.3872,HIGH,RailSync synthetic prototype training data
RS-ML-10631,SMMS,AXLE_COUNTER_RESET,HWH-MGS-03,4,0.0,16.5,89,5,4,50.5,30,0.16,0.5714,CRITICAL,RailSync synthetic prototype training data
RS-ML-10632,SMMS,RELAY_CHATTER,HWH-MGS-03,4,0.0,24.0,209,0,4,68.6,60,0.64,0.4475,HIGH,RailSync synthetic prototype training data
RS-ML-10633,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,3,0.0,24.9,143,2,1,44.8,240,0.63,0.4014,HIGH,RailSync synthetic prototype training data
RS-ML-10634,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,2,5.5,37.5,248,0,2,62.5,180,0.32,0.3999,HIGH,RailSync synthetic prototype training data
RS-ML-10635,SMMS,DATA_LOGGER_FAIL,NDLS-CNB-07,2,5.9,26.8,204,1,4,43.7,45,0.73,0.4654,HIGH,RailSync synthetic prototype training data
RS-ML-10636,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,1,1.3,23.0,95,0,1,47.5,90,0.64,0.2021,LOW,RailSync synthetic prototype training data
RS-ML-10637,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,2,3.8,14.1,281,0,2,57.6,120,0.64,0.3532,MEDIUM,RailSync synthetic prototype training data
RS-ML-10638,TMS,TURNOUT_WEAR,HWH-MGS-03,3,4.1,20.1,183,2,1,53.9,90,0.18,0.4652,HIGH,RailSync synthetic prototype training data
RS-ML-10639,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,2,1.1,10.9,321,1,2,63.4,45,0.9,0.3748,MEDIUM,RailSync synthetic prototype training data
RS-ML-10640,SMMS,AXLE_COUNTER_RESET,NDLS-CNB-07,1,0.0,28.0,327,2,3,73.0,60,0.43,0.4129,HIGH,RailSync synthetic prototype training data
RS-ML-10641,TMS,WELD_FRACTURE,NDLS-CNB-07,3,1.4,5.2,59,2,1,61.2,150,0.75,0.4498,HIGH,RailSync synthetic prototype training data
RS-ML-10642,TMS,SLEEPER_LOOSENING,CNB-MGS-01,1,0.0,14.6,116,1,1,50.3,120,0.58,0.2102,LOW,RailSync synthetic prototype training data
RS-ML-10643,TMS,TURNOUT_WEAR,CNB-MGS-01,2,1.7,23.3,27,0,3,87.2,180,0.48,0.2781,MEDIUM,RailSync synthetic prototype training data
RS-ML-10644,TMS,WELD_FRACTURE,NDLS-CNB-07,5,0.0,5.9,293,2,3,81.4,90,0.66,0.6029,CRITICAL,RailSync synthetic prototype training data
RS-ML-10645,TMS,FISHPLATE_CRACK,HWH-MGS-03,2,9.0,10.8,222,1,2,57.9,45,0.9,0.4944,HIGH,RailSync synthetic prototype training data
RS-ML-10646,TMS,FISHPLATE_CRACK,NDLS-HWH-01,3,0.0,3.4,125,5,1,44.9,120,0.55,0.4181,HIGH,RailSync synthetic prototype training data
RS-ML-10647,TDMS,MAST_EARTHING_LOOSE,NDLS-CNB-07,2,1.8,19.8,349,4,5,51.1,30,0.69,0.5412,HIGH,RailSync synthetic prototype training data
RS-ML-10648,SMMS,RELAY_CHATTER,NDLS-CNB-07,4,0.0,25.3,273,2,4,96.4,90,0.21,0.5728,CRITICAL,RailSync synthetic prototype training data
RS-ML-10649,TMS,WELD_FRACTURE,HWH-MGS-03,4,6.2,6.9,60,0,1,57.0,240,0.31,0.4077,HIGH,RailSync synthetic prototype training data
RS-ML-10650,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,1,9.6,11.9,332,1,5,89.6,30,0.37,0.4764,HIGH,RailSync synthetic prototype training data
RS-ML-10651,TMS,WELD_FRACTURE,CNB-MGS-01,5,0.8,7.5,184,0,5,70.1,60,0.42,0.535,HIGH,RailSync synthetic prototype training data
RS-ML-10652,TDMS,OHE_DROPPER_SNAP,NDLS-CNB-07,5,0.0,9.9,243,1,4,92.2,120,0.15,0.5189,HIGH,RailSync synthetic prototype training data
RS-ML-10653,TMS,FISHPLATE_CRACK,HWH-MGS-03,1,0.0,33.6,104,0,2,63.1,150,0.86,0.2517,MEDIUM,RailSync synthetic prototype training data
RS-ML-10654,TMS,SLEEPER_LOOSENING,HWH-MGS-03,4,5.6,37.4,63,1,2,59.0,180,0.5,0.5505,HIGH,RailSync synthetic prototype training data
RS-ML-10655,TMS,TRACK_TWIST,NDLS-HWH-01,5,0.9,5.2,179,1,3,65.1,30,0.44,0.518,HIGH,RailSync synthetic prototype training data
RS-ML-10656,TMS,USFD_MICRO_CRACK,NDLS-HWH-01,3,0.0,9.8,81,2,3,84.9,120,0.94,0.4456,HIGH,RailSync synthetic prototype training data
RS-ML-10657,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,3,3.5,19.3,95,0,2,53.4,60,0.41,0.4061,HIGH,RailSync synthetic prototype training data
RS-ML-10658,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,2,0.0,23.6,49,4,5,57.9,90,0.25,0.4299,HIGH,RailSync synthetic prototype training data
RS-ML-10659,TMS,WELD_FRACTURE,CNB-MGS-01,3,0.0,14.1,182,2,1,50.6,30,0.1,0.389,HIGH,RailSync synthetic prototype training data
RS-ML-10660,SMMS,SIGNAL_LAMP_FUSED,CNB-MGS-01,2,0.0,34.6,54,1,4,61.3,120,0.15,0.2719,MEDIUM,RailSync synthetic prototype training data
RS-ML-10661,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,CNB-MGS-01,4,0.0,30.9,304,1,3,52.3,180,0.13,0.4327,HIGH,RailSync synthetic prototype training data
RS-ML-10662,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,1,0.0,36.8,338,3,4,94.1,45,0.9,0.4765,HIGH,RailSync synthetic prototype training data
RS-ML-10663,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,1,5.0,7.7,284,2,5,97.0,150,0.45,0.4461,HIGH,RailSync synthetic prototype training data
RS-ML-10664,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,2,0.0,20.1,260,3,3,80.8,60,0.31,0.4666,HIGH,RailSync synthetic prototype training data
RS-ML-10665,TDMS,CATENARY_TENSION_LOW,HWH-MGS-03,2,0.0,20.5,265,6,5,62.5,180,0.41,0.5507,HIGH,RailSync synthetic prototype training data
RS-ML-10666,TMS,RAIL_CORRUGATION,NDLS-HWH-01,1,2.5,8.7,359,0,5,81.4,120,0.32,0.3591,MEDIUM,RailSync synthetic prototype training data
RS-ML-10667,SMMS,AXLE_COUNTER_RESET,NDLS-CNB-07,1,1.1,9.4,23,2,2,55.8,30,0.63,0.261,MEDIUM,RailSync synthetic prototype training data
RS-ML-10668,TMS,SLEEPER_LOOSENING,NDLS-HWH-01,1,0.0,13.5,312,6,5,55.4,60,0.42,0.483,HIGH,RailSync synthetic prototype training data
RS-ML-10669,TMS,WELD_FRACTURE,CNB-MGS-01,4,0.0,36.7,93,0,5,46.2,180,0.9,0.4514,HIGH,RailSync synthetic prototype training data
RS-ML-10670,TMS,DRAINAGE_CLEARANCE,NDLS-CNB-07,3,6.8,8.8,140,0,4,49.1,90,0.71,0.4375,HIGH,RailSync synthetic prototype training data
RS-ML-10671,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,2,4.6,31.1,93,0,3,41.2,60,0.85,0.3301,MEDIUM,RailSync synthetic prototype training data
RS-ML-10672,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,1,0.4,16.5,235,4,5,48.0,30,0.59,0.4363,HIGH,RailSync synthetic prototype training data
RS-ML-10673,TDMS,OHE_DROPPER_SNAP,NDLS-CNB-07,4,5.5,3.6,76,5,1,96.0,45,0.54,0.6155,CRITICAL,RailSync synthetic prototype training data
RS-ML-10674,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,1,0.0,29.0,230,3,4,49.0,30,0.54,0.3831,HIGH,RailSync synthetic prototype training data
RS-ML-10675,TMS,WELD_FRACTURE,NDLS-HWH-01,4,0.1,4.3,215,0,4,62.5,150,0.64,0.511,HIGH,RailSync synthetic prototype training data
RS-ML-10676,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,3,0.9,27.3,60,1,3,60.9,150,0.16,0.4243,HIGH,RailSync synthetic prototype training data
RS-ML-10677,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-CNB-07,4,0.0,13.1,95,2,3,76.5,120,0.36,0.4221,HIGH,RailSync synthetic prototype training data
RS-ML-10678,TMS,USFD_MICRO_CRACK,CNB-MGS-01,4,13.4,30.9,42,3,2,58.7,180,0.45,0.6819,CRITICAL,RailSync synthetic prototype training data
RS-ML-10679,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,4,0.0,10.9,49,0,4,60.6,240,0.43,0.2767,MEDIUM,RailSync synthetic prototype training data
RS-ML-10680,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,1,2.7,35.9,128,1,4,71.1,90,0.4,0.2973,MEDIUM,RailSync synthetic prototype training data
RS-ML-10681,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,1,0.5,0.6,11,1,1,43.5,150,0.37,0.0894,LOW,RailSync synthetic prototype training data
RS-ML-10682,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,CNB-MGS-01,4,1.0,31.8,285,6,2,43.3,60,0.16,0.6133,CRITICAL,RailSync synthetic prototype training data
RS-ML-10683,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,1,7.2,4.5,300,0,1,48.6,60,0.12,0.2471,MEDIUM,RailSync synthetic prototype training data
RS-ML-10684,TMS,TURNOUT_WEAR,HWH-MGS-03,1,1.2,7.3,74,2,4,82.3,240,0.75,0.323,MEDIUM,RailSync synthetic prototype training data
RS-ML-10685,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,3,4.0,7.0,85,0,4,72.4,120,0.88,0.3959,HIGH,RailSync synthetic prototype training data
RS-ML-10686,SMMS,SIGNAL_LAMP_FUSED,HWH-MGS-03,4,0.5,10.7,50,1,2,63.4,30,0.25,0.3858,HIGH,RailSync synthetic prototype training data
RS-ML-10687,SMMS,INTERLOCKING_CIRCUIT_FAULT,HWH-MGS-03,4,0.0,25.0,210,3,3,77.8,90,0.29,0.619,CRITICAL,RailSync synthetic prototype training data
RS-ML-10688,TMS,FISHPLATE_CRACK,CNB-MGS-01,1,0.0,11.1,280,0,1,84.3,120,0.22,0.2598,MEDIUM,RailSync synthetic prototype training data
RS-ML-10689,TMS,TRACK_TWIST,NDLS-HWH-01,4,0.0,30.1,26,0,3,40.5,150,0.73,0.4385,HIGH,RailSync synthetic prototype training data
RS-ML-10690,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,2,0.4,15.1,185,6,4,92.4,45,0.5,0.5399,HIGH,RailSync synthetic prototype training data
RS-ML-10691,TDMS,FEEDER_BREAKER_TRIP,NDLS-HWH-01,2,10.7,6.2,240,0,2,91.7,60,0.74,0.4525,HIGH,RailSync synthetic prototype training data
RS-ML-10692,TMS,SEJ_GAP_ABNORMAL,CNB-MGS-01,2,2.0,5.4,151,1,4,54.0,45,0.91,0.2943,MEDIUM,RailSync synthetic prototype training data
RS-ML-10693,TMS,WELD_FRACTURE,NDLS-CNB-07,5,0.7,12.1,47,1,3,49.4,120,0.57,0.4361,HIGH,RailSync synthetic prototype training data
RS-ML-10694,TMS,TRACK_TWIST,NDLS-CNB-07,5,2.0,17.8,245,6,2,95.0,240,0.09,0.7767,CRITICAL,RailSync synthetic prototype training data
RS-ML-10695,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,HWH-MGS-03,4,2.5,32.2,163,1,3,91.3,30,0.61,0.5072,HIGH,RailSync synthetic prototype training data
RS-ML-10696,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,1,0.0,4.4,195,0,1,53.0,240,0.65,0.1589,LOW,RailSync synthetic prototype training data
RS-ML-10697,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-HWH-01,1,0.0,27.9,206,3,3,43.8,150,0.95,0.4066,HIGH,RailSync synthetic prototype training data
RS-ML-10698,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-HWH-01,2,0.0,1.9,82,5,2,58.7,30,0.94,0.4257,HIGH,RailSync synthetic prototype training data
RS-ML-10699,TDMS,MAST_EARTHING_LOOSE,HWH-MGS-03,1,1.1,8.4,14,5,2,44.9,45,0.3,0.2809,MEDIUM,RailSync synthetic prototype training data
RS-ML-10700,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,3,0.0,20.2,345,4,1,45.4,180,0.36,0.509,HIGH,RailSync synthetic prototype training data
RS-ML-10701,TMS,BALLAST_DEFICIENCY,HWH-MGS-03,2,8.5,26.3,85,6,5,62.8,30,0.55,0.612,CRITICAL,RailSync synthetic prototype training data
RS-ML-10702,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,3,9.8,22.2,77,0,3,40.8,240,0.89,0.4014,HIGH,RailSync synthetic prototype training data
RS-ML-10703,TDMS,MAST_EARTHING_LOOSE,CNB-MGS-01,2,3.5,0.6,233,5,5,45.7,90,0.72,0.569,CRITICAL,RailSync synthetic prototype training data
RS-ML-10704,TMS,LC_FLANGEWAY_CLEAN,NDLS-CNB-07,3,3.0,8.6,110,5,1,61.7,150,0.06,0.5372,HIGH,RailSync synthetic prototype training data
RS-ML-10705,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,2,1.4,13.7,280,1,2,66.8,150,0.21,0.316,MEDIUM,RailSync synthetic prototype training data
RS-ML-10706,SMMS,DATA_LOGGER_FAIL,HWH-MGS-03,2,4.2,32.2,355,2,1,98.2,45,0.13,0.5232,HIGH,RailSync synthetic prototype training data
RS-ML-10707,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,3,0.8,19.4,19,2,4,72.3,45,0.23,0.415,HIGH,RailSync synthetic prototype training data
RS-ML-10708,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,5,5.4,34.8,214,4,4,40.4,150,0.75,0.7442,CRITICAL,RailSync synthetic prototype training data
RS-ML-10709,SMMS,TRACK_CIRCUIT_DROP,HWH-MGS-03,3,0.0,0.7,215,0,3,89.2,150,0.35,0.374,MEDIUM,RailSync synthetic prototype training data
RS-ML-10710,TDMS,MAST_EARTHING_LOOSE,NDLS-CNB-07,2,5.7,15.2,318,2,5,65.1,180,0.93,0.5588,HIGH,RailSync synthetic prototype training data
RS-ML-10711,SMMS,CABLE_INSULATION_LOW,NDLS-CNB-07,1,1.7,30.5,261,0,3,89.0,60,0.9,0.4016,HIGH,RailSync synthetic prototype training data
RS-ML-10712,TMS,TRACK_TWIST,NDLS-HWH-01,4,2.7,24.1,306,0,1,73.4,30,0.72,0.5217,HIGH,RailSync synthetic prototype training data
RS-ML-10713,SMMS,RELAY_CHATTER,NDLS-CNB-07,1,4.5,34.2,155,0,4,85.1,30,0.3,0.3523,MEDIUM,RailSync synthetic prototype training data
RS-ML-10714,TDMS,OHE_DROPPER_SNAP,NDLS-HWH-01,3,0.0,35.3,65,0,2,45.4,240,0.81,0.31,MEDIUM,RailSync synthetic prototype training data
RS-ML-10715,TMS,WELD_FRACTURE,HWH-MGS-03,3,7.7,36.5,42,0,4,87.3,60,0.32,0.4582,HIGH,RailSync synthetic prototype training data
RS-ML-10716,TDMS,OHE_DROPPER_SNAP,NDLS-HWH-01,5,0.0,37.8,250,7,5,83.4,45,0.22,0.788,CRITICAL,RailSync synthetic prototype training data
RS-ML-10717,SMMS,AXLE_COUNTER_RESET,NDLS-CNB-07,3,0.0,4.8,114,0,1,82.6,60,0.29,0.2813,MEDIUM,RailSync synthetic prototype training data
RS-ML-10718,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,5,2.5,24.9,242,2,4,94.0,120,0.21,0.6536,CRITICAL,RailSync synthetic prototype training data
RS-ML-10719,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,2,0.0,29.2,162,0,4,65.4,240,0.43,0.2816,MEDIUM,RailSync synthetic prototype training data
RS-ML-10720,SMMS,RELAY_CHATTER,NDLS-HWH-01,3,6.0,16.6,293,1,4,49.8,30,0.91,0.5326,HIGH,RailSync synthetic prototype training data
RS-ML-10721,SMMS,DATA_LOGGER_FAIL,CNB-MGS-01,2,0.0,4.8,168,1,2,44.2,150,0.38,0.299,MEDIUM,RailSync synthetic prototype training data
RS-ML-10722,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,2,1.4,0.9,171,0,2,72.9,180,0.31,0.263,MEDIUM,RailSync synthetic prototype training data
RS-ML-10723,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,2,0.0,24.7,352,3,3,51.6,30,0.77,0.4764,HIGH,RailSync synthetic prototype training data
RS-ML-10724,SMMS,TRACK_CIRCUIT_DROP,HWH-MGS-03,1,0.0,17.5,310,0,5,41.2,30,0.63,0.3397,MEDIUM,RailSync synthetic prototype training data
RS-ML-10725,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,3,0.0,15.6,276,4,1,44.1,45,0.8,0.4235,HIGH,RailSync synthetic prototype training data
RS-ML-10726,TMS,GAUGE_CORRECTION,CNB-MGS-01,2,0.0,13.5,43,1,5,42.8,120,0.68,0.2542,MEDIUM,RailSync synthetic prototype training data
RS-ML-10727,TDMS,CANTILEVER_INSULATOR_FLASH,CNB-MGS-01,4,0.0,4.4,117,0,1,98.1,180,0.25,0.366,MEDIUM,RailSync synthetic prototype training data
RS-ML-10728,TMS,LC_FLANGEWAY_CLEAN,CNB-MGS-01,3,1.1,20.7,5,5,1,46.5,120,0.12,0.4153,HIGH,RailSync synthetic prototype training data
RS-ML-10729,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,4,4.9,22.4,64,0,4,77.3,45,0.52,0.4976,HIGH,RailSync synthetic prototype training data
RS-ML-10730,TMS,USFD_MICRO_CRACK,HWH-MGS-03,4,0.0,12.6,250,0,3,81.6,150,0.55,0.5206,HIGH,RailSync synthetic prototype training data
RS-ML-10731,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,1,0.0,19.0,111,0,4,51.0,45,0.36,0.1667,LOW,RailSync synthetic prototype training data
RS-ML-10732,TDMS,ISOLATOR_SWITCH_JAM,CNB-MGS-01,3,0.4,12.2,235,2,2,52.8,150,0.4,0.3808,HIGH,RailSync synthetic prototype training data
RS-ML-10733,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,1,3.7,16.4,354,0,2,67.0,45,0.72,0.3334,MEDIUM,RailSync synthetic prototype training data
RS-ML-10734,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,2,0.0,18.4,274,1,5,44.9,180,0.24,0.3695,MEDIUM,RailSync synthetic prototype training data
RS-ML-10735,TMS,USFD_MICRO_CRACK,CNB-MGS-01,2,1.2,2.3,198,2,4,50.3,120,0.53,0.4283,HIGH,RailSync synthetic prototype training data
RS-ML-10736,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,3,0.0,24.7,59,0,1,73.7,90,0.11,0.2769,MEDIUM,RailSync synthetic prototype training data
RS-ML-10737,SMMS,CABLE_INSULATION_LOW,HWH-MGS-03,2,0.0,8.7,357,0,2,60.3,120,0.69,0.3134,MEDIUM,RailSync synthetic prototype training data
RS-ML-10738,TMS,WELD_FRACTURE,NDLS-HWH-01,3,0.0,34.5,321,1,2,50.0,45,0.2,0.4068,HIGH,RailSync synthetic prototype training data
RS-ML-10739,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,2,0.0,7.2,138,4,1,74.7,240,0.57,0.415,HIGH,RailSync synthetic prototype training data
RS-ML-10740,SMMS,SIGNAL_LAMP_FUSED,HWH-MGS-03,1,0.0,31.2,293,2,2,70.7,60,0.73,0.3584,MEDIUM,RailSync synthetic prototype training data
RS-ML-10741,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,2,1.6,13.7,282,0,1,88.4,120,0.69,0.312,MEDIUM,RailSync synthetic prototype training data
RS-ML-10742,TDMS,FEEDER_BREAKER_TRIP,NDLS-HWH-01,2,6.8,20.0,330,0,2,60.9,30,0.27,0.3673,MEDIUM,RailSync synthetic prototype training data
RS-ML-10743,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,1,0.0,36.3,330,0,5,92.6,240,0.94,0.3144,MEDIUM,RailSync synthetic prototype training data
RS-ML-10744,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,CNB-MGS-01,5,17.9,13.6,172,1,3,51.1,150,0.8,0.7324,CRITICAL,RailSync synthetic prototype training data
RS-ML-10745,SMMS,RELAY_CHATTER,CNB-MGS-01,1,2.6,0.8,353,0,3,76.5,60,0.32,0.3142,MEDIUM,RailSync synthetic prototype training data
RS-ML-10746,TMS,GAUGE_CORRECTION,NDLS-HWH-01,2,0.0,8.6,306,0,3,78.6,30,0.09,0.3688,MEDIUM,RailSync synthetic prototype training data
RS-ML-10747,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,4,0.0,27.2,76,7,5,93.7,120,0.25,0.6801,CRITICAL,RailSync synthetic prototype training data
RS-ML-10748,SMMS,RELAY_CHATTER,NDLS-CNB-07,3,7.8,24.4,219,1,3,74.9,60,0.56,0.5318,HIGH,RailSync synthetic prototype training data
RS-ML-10749,SMMS,SIGNAL_LAMP_FUSED,CNB-MGS-01,1,0.0,21.3,157,0,4,71.9,180,0.75,0.2406,MEDIUM,RailSync synthetic prototype training data
RS-ML-10750,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,2,2.2,26.5,260,5,4,67.3,180,0.47,0.5831,CRITICAL,RailSync synthetic prototype training data
RS-ML-10751,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,3,0.0,11.8,127,1,5,71.8,120,0.1,0.3814,HIGH,RailSync synthetic prototype training data
RS-ML-10752,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,HWH-MGS-03,5,0.0,17.9,268,1,1,55.8,45,0.35,0.516,HIGH,RailSync synthetic prototype training data
RS-ML-10753,SMMS,RELAY_CHATTER,NDLS-HWH-01,1,0.0,22.4,264,2,2,70.2,240,0.17,0.331,MEDIUM,RailSync synthetic prototype training data
RS-ML-10754,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,CNB-MGS-01,4,0.8,27.5,6,3,1,40.0,45,0.52,0.4089,HIGH,RailSync synthetic prototype training data
RS-ML-10755,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,2,6.0,35.2,156,1,5,55.2,240,0.82,0.5044,HIGH,RailSync synthetic prototype training data
RS-ML-10756,SMMS,CABLE_INSULATION_LOW,NDLS-CNB-07,3,4.2,7.4,339,0,2,67.9,120,0.31,0.439,HIGH,RailSync synthetic prototype training data
RS-ML-10757,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,0.1,30.5,240,1,4,47.0,180,0.06,0.4079,HIGH,RailSync synthetic prototype training data
RS-ML-10758,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,1,1.1,34.5,74,1,2,60.9,90,0.36,0.2351,MEDIUM,RailSync synthetic prototype training data
RS-ML-10759,TMS,DRAINAGE_CLEARANCE,NDLS-CNB-07,2,0.5,27.5,176,1,3,94.0,45,0.87,0.3926,HIGH,RailSync synthetic prototype training data
RS-ML-10760,SMMS,CABLE_INSULATION_LOW,HWH-MGS-03,3,0.5,7.3,262,3,3,74.4,150,0.58,0.5244,HIGH,RailSync synthetic prototype training data
RS-ML-10761,TMS,LC_FLANGEWAY_CLEAN,NDLS-CNB-07,1,5.0,25.4,258,5,2,46.2,60,0.71,0.5179,HIGH,RailSync synthetic prototype training data
RS-ML-10762,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,1,0.0,9.9,22,3,3,75.5,30,0.88,0.2928,MEDIUM,RailSync synthetic prototype training data
